,x,y,goal x,goal y,waypoint,current distance,angular velocity,heading,yaw,goal angle
0,-5898217.264705013,-22197871.342815675,967131.484531622,1935339.321135712,0,25090732.76,-0.1780689165289362,-0.674,1.9671420682495615,1.2936407407280397
