,Time,X,Y
0,10/10/23 20:14:27,967139.9789061289,1935337.495186281
1,10/10/23 20:14:27,967139.9789061289,1935337.495186281
2,10/10/23 20:14:27,967139.9789061289,1935337.495186281
3,10/10/23 20:14:27,967139.9789061289,1935337.495186281
4,10/10/23 20:14:27,967139.9789061289,1935337.495186281
5,10/10/23 20:14:27,967139.9789061289,1935337.495186281
6,10/10/23 20:14:27,967139.9789058903,1935337.495186275
7,10/10/23 20:14:27,967139.9789058903,1935337.495186275
8,10/10/23 20:14:27,967139.9789058903,1935337.495186275
9,10/10/23 20:14:27,967139.9789058903,1935337.495186275
10,10/10/23 20:14:27,967139.9789058903,1935337.495186275
11,10/10/23 20:14:27,967139.9789058903,1935337.495186275
12,10/10/23 20:14:27,967139.9789058903,1935337.495186275
13,10/10/23 20:14:27,967139.9789058903,1935337.495186275
14,10/10/23 20:14:28,967139.9789058903,1935337.495186275
15,10/10/23 20:14:28,967139.9789058903,1935337.495186275
16,10/10/23 20:14:28,967139.9789058903,1935337.495186275
17,10/10/23 20:14:28,967139.9789061289,1935337.495186281
18,10/10/23 20:14:28,967139.9789061289,1935337.495186281
19,10/10/23 20:14:28,967139.9789061289,1935337.495186281
20,10/10/23 20:14:28,967139.9789061289,1935337.495186281
21,10/10/23 20:14:28,967139.9789061289,1935337.495186281
22,10/10/23 20:14:28,967139.9789061289,1935337.495186281
23,10/10/23 20:14:28,967139.9789061289,1935337.495186281
24,10/10/23 20:14:28,967139.9789061289,1935337.495186281
25,10/10/23 20:14:28,967139.9789061289,1935337.495186281
26,10/10/23 20:14:28,967139.9789061289,1935337.495186281
27,10/10/23 20:14:28,967139.9789061289,1935337.495186281
28,10/10/23 20:14:28,967139.9789061289,1935337.495186281
29,10/10/23 20:14:28,967139.9789061289,1935337.495186281
30,10/10/23 20:14:28,967139.9789061289,1935337.495186281
31,10/10/23 20:14:28,967139.9789061289,1935337.495186281
32,10/10/23 20:14:28,967139.9789061289,1935337.495186281
33,10/10/23 20:14:28,967139.9789063653,1935337.4951862823
34,10/10/23 20:14:28,967139.9789063653,1935337.4951862823
35,10/10/23 20:14:28,967139.9789063653,1935337.4951862823
36,10/10/23 20:14:28,967139.9789063653,1935337.4951862823
37,10/10/23 20:14:28,967139.9784063816,1935337.495193573
38,10/10/23 20:14:28,967139.9784063816,1935337.495193573
39,10/10/23 20:14:28,967139.9784063816,1935337.495193573
40,10/10/23 20:14:28,967139.9784063816,1935337.495193573
41,10/10/23 20:14:28,967139.9784063816,1935337.495193573
42,10/10/23 20:14:28,967139.9758180997,1935337.495240068
43,10/10/23 20:14:28,967139.9758180997,1935337.495240068
44,10/10/23 20:14:28,967139.9735825843,1935337.4952731105
45,10/10/23 20:14:28,967139.9706383841,1935337.49532156
46,10/10/23 20:14:28,967139.9706383841,1935337.49532156
47,10/10/23 20:14:28,967139.9669356812,1935337.4953846307
48,10/10/23 20:14:28,967139.9669356812,1935337.4953846307
49,10/10/23 20:14:28,967139.9669356812,1935337.4953846307
50,10/10/23 20:14:28,967139.9624349221,1935337.4954616826
51,10/10/23 20:14:28,967139.9624349221,1935337.4954616826
52,10/10/23 20:14:28,967139.9624349221,1935337.4954616826
53,10/10/23 20:14:28,967139.9509364605,1935337.4956446681
54,10/10/23 20:14:28,967139.9509364605,1935337.4956446681
55,10/10/23 20:14:28,967139.9439128394,1935337.495761626
56,10/10/23 20:14:28,967139.9360368276,1935337.4958917052
57,10/10/23 20:14:28,967139.9360368276,1935337.4958917052
58,10/10/23 20:14:28,967139.9360368276,1935337.4958917052
59,10/10/23 20:14:28,967139.9360368276,1935337.4958917052
60,10/10/23 20:14:28,967139.9360368276,1935337.4958917052
61,10/10/23 20:14:28,967139.9177624126,1935337.4961917838
62,10/10/23 20:14:28,967139.9073920707,1935337.496366045
63,10/10/23 20:14:28,967139.9073920707,1935337.496366045
64,10/10/23 20:14:28,967139.896223259,1935337.4965504622
65,10/10/23 20:14:28,967139.896223259,1935337.4965504622
66,10/10/23 20:14:28,967139.8842743203,1935337.4967453433
67,10/10/23 20:14:28,967139.8842743203,1935337.4967453433
68,10/10/23 20:14:28,967139.8842743203,1935337.4967453433
69,10/10/23 20:14:28,967139.8842743203,1935337.4967453433
70,10/10/23 20:14:28,967139.8581057806,1935337.4971752136
71,10/10/23 20:14:28,967139.8581057806,1935337.4971752136
72,10/10/23 20:14:28,967139.8439171573,1935337.4974106937
73,10/10/23 20:14:28,967139.8290087669,1935337.4976537805
74,10/10/23 20:14:28,967139.8290087669,1935337.4976537805
75,10/10/23 20:14:28,967139.8133890599,1935337.497912236
76,10/10/23 20:14:28,967139.8133890599,1935337.497912236
77,10/10/23 20:14:28,967139.8133890599,1935337.497912236
78,10/10/23 20:14:28,967139.8133890599,1935337.497912236
79,10/10/23 20:14:28,967139.8133890599,1935337.497912236
80,10/10/23 20:14:28,967139.7800387755,1935337.4984641757
81,10/10/23 20:14:28,967139.7623124849,1935337.4987577277
82,10/10/23 20:14:28,967139.7623124849,1935337.4987577277
83,10/10/23 20:14:28,967139.7438852516,1935337.4990591877
84,10/10/23 20:14:28,967139.7247541546,1935337.4993723147
85,10/10/23 20:14:28,967139.7247541546,1935337.4993723147
86,10/10/23 20:14:28,967139.7247541546,1935337.4993723147
87,10/10/23 20:14:28,967139.7247541546,1935337.4993723147
88,10/10/23 20:14:28,967139.7247541546,1935337.4993723147
89,10/10/23 20:14:28,967139.6843664274,1935337.5000409926
90,10/10/23 20:14:28,967139.663100383,1935337.5003887652
91,10/10/23 20:14:28,967139.663100383,1935337.5003887652
92,10/10/23 20:14:28,967139.6411136754,1935337.5007555697
93,10/10/23 20:14:28,967139.6411136754,1935337.5007555697
94,10/10/23 20:14:28,967139.618402014,1935337.501126085
95,10/10/23 20:14:28,967139.618402014,1935337.501126085
96,10/10/23 20:14:28,967139.618402014,1935337.501126085
97,10/10/23 20:14:28,967139.618402014,1935337.501126085
98,10/10/23 20:14:28,967139.5707873247,1935337.5019123007
99,10/10/23 20:14:28,967139.5707873247,1935337.5019123007
100,10/10/23 20:14:28,967139.5458781577,1935337.50232409
101,10/10/23 20:14:28,967139.5202320653,1935337.5027432104
102,10/10/23 20:14:28,967139.5202320653,1935337.5027432104
103,10/10/23 20:14:28,967139.4938472537,1935337.5031772603
104,10/10/23 20:14:28,967139.4938472537,1935337.5031772603
105,10/10/23 20:14:28,967139.4938472537,1935337.5031772603
106,10/10/23 20:14:28,967139.4938472537,1935337.5031772603
107,10/10/23 20:14:29,967139.4390495226,1935337.5042266408
108,10/10/23 20:14:29,967139.4390495226,1935337.5042266408
109,10/10/23 20:14:29,967139.4106381582,1935337.5048343663
110,10/10/23 20:14:29,967139.3815199507,1935337.5054460901
111,10/10/23 20:14:29,967139.3815199507,1935337.5054460901
112,10/10/23 20:14:29,967139.3516891215,1935337.5060807853
113,10/10/23 20:14:29,967139.3516891215,1935337.5060807853
114,10/10/23 20:14:29,967139.3516891215,1935337.5060807853
115,10/10/23 20:14:29,967139.3516891215,1935337.5060807853
116,10/10/23 20:14:29,967139.2898847645,1935337.5073923306
117,10/10/23 20:14:29,967139.2898847645,1935337.5073923306
118,10/10/23 20:14:29,967139.2579059384,1935337.5080729057
119,10/10/23 20:14:29,967139.2252053091,1935337.5087763078
120,10/10/23 20:14:29,967139.2252053091,1935337.5087763078
121,10/10/23 20:14:29,967139.1917800849,1935337.5094910567
122,10/10/23 20:14:29,967139.1917800849,1935337.5094910567
123,10/10/23 20:14:29,967139.1917800849,1935337.5094910567
124,10/10/23 20:14:29,967139.1576270446,1935337.5102247202
125,10/10/23 20:14:29,967139.1576270446,1935337.5102247202
126,10/10/23 20:14:29,967139.1576270446,1935337.5102247202
127,10/10/23 20:14:29,967139.0871283388,1935337.5117486557
128,10/10/23 20:14:29,967139.0507788638,1935337.5125388717
129,10/10/23 20:14:29,967139.0507788638,1935337.5125388717
130,10/10/23 20:14:29,967139.0136942429,1935337.5133440692
131,10/10/23 20:14:29,967139.0136942429,1935337.5133440692
132,10/10/23 20:14:29,967139.0136942429,1935337.5133440692
133,10/10/23 20:14:29,967139.0136942429,1935337.5133440692
134,10/10/23 20:14:29,967138.9373160527,1935337.5150108228
135,10/10/23 20:14:29,967138.9373160527,1935337.5150108228
136,10/10/23 20:14:29,967138.898022545,1935337.5158685578
137,10/10/23 20:14:29,967138.8579928797,1935337.5167450847
138,10/10/23 20:14:29,967138.8579928797,1935337.5167450847
139,10/10/23 20:14:29,967138.8173544401,1935337.5176271682
140,10/10/23 20:14:29,967138.8173544401,1935337.5176271682
141,10/10/23 20:14:29,967138.8173544401,1935337.5176271682
142,10/10/23 20:14:29,967138.8173544401,1935337.5176271682
143,10/10/23 20:14:29,967138.7355017526,1935337.5193402031
144,10/10/23 20:14:29,967138.6944982274,1935337.5201859581
145,10/10/23 20:14:29,967138.6944982274,1935337.5201859581
146,10/10/23 20:14:29,967138.653279379,1935337.5210435379
147,10/10/23 20:14:29,967138.6119363689,1935337.521914401
148,10/10/23 20:14:29,967138.6119363689,1935337.521914401
149,10/10/23 20:14:29,967138.6119363689,1935337.521914401
