,X,Y
1,967158.7257,1935337.263
2,967154.9146,1935336.004
3,967150.9153,1935336.458
4,967146.9263,1935336.935
5,967142.9021,1935337.292
6,967140.852,1935337.377
7,967140.852,1935337.377
,967140.1859,1935337.744
