,x,y,goal x,goal y,waypoint,current distance,obstacle distance,obstacle angle,heading,yaw,goal angle
107,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817864,0.3203572078474322
108,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817791,0.3203572078474322
109,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817773,0.3203572078474322
110,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817786,0.3203572078474322
111,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817824,0.3203572078474322
112,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817825,0.3203572078474322
113,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817889,0.3203572078474322
114,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817892,0.3203572078474322
115,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817884,0.3203572078474322
116,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817885,0.3203572078474322
117,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.731697918781788,0.3203572078474322
118,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817872,0.3203572078474322
119,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.731697918781787,0.3203572078474322
120,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817858,0.3203572078474322
121,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817848,0.3203572078474322
122,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817833,0.3203572078474322
123,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817856,0.3203572078474322
