,X,Y
0,967095.4996127172,1935244.090304032
1,967093.6589829412,1935248.8602722045
2,967091.8933303256,1935253.4354346665
3,967090.0987254872,1935258.0860415483
4,967088.2751753472,1935262.8116581573
5,967086.3829989274,1935267.3635308016
6,967084.4302037408,1935271.8624534016
7,967082.461306903,1935276.3984277344
8,967080.4603954264,1935281.008157682
9,967078.4914984746,1935285.544131896
10,967076.522601468,1935290.080106049
11,967074.5376971108,1935294.6529579863
12,967072.537082818,1935299.262692439
13,967070.5526511604,1935303.8355517923
14,967068.5842229252,1935308.371533188
15,967066.56778419,1935313.0181482187
16,967064.6153642453,1935317.5169427483
17,967062.662946736,1935322.0155808895
18,967060.671299372,1935326.6233601416
19,967059.192047033,1935331.392779118
20,967058.1596711904,1935336.1937180231
21,967057.5122785976,1935341.1660180176
22,967056.8608165692,1935346.1486042852
23,967056.2093544631,1935351.1311905333
24,967055.5578922448,1935356.113778672
25,967055.1193213848,1935361.0319912888
26,967055.4900775192,1935365.967751463
27,967056.1780410432,1935370.8637888855
28,967057.0219225064,1935375.8089662264
29,967057.8772658906,1935380.7198400183
30,967058.65111936,1935385.1648056128
31,967058.7254838404,1935385.6949372457
