,X,Y
0,967531.0255,1935304.687
1,967532.0657,1935299.763
2,967533.0577,1935294.87
3,967533.8495,1935290.384
4,967534.3486,1935285.432
5,967534.8391,1935280.593
6,967535.1947,1935275.736
7,967538.6314,1935272.51
8,967543.5348,1935271.652
9,967548.4829,1935271.062
10,967553.4106,1935271.193
11,967558.395,1935271.327
12,967563.4599,1935271.464
13,967568.0877,1935270.464
14,967571.2235,1935266.945
15,967572.1338,1935262.244
16,967572.3657,1935257.234
17,967572.5983,1935252.295
18,967572.205,1935247.449
19,,
