,timeline,x,y
0,20:20:02,967139.7930144783,1935338.5041174975
1,20:20:02,967139.7930144783,1935338.5041174975
2,20:20:03,967139.7003066494,1935338.5817539687
3,20:20:03,967139.4421668486,1935338.795080412
4,20:20:03,967139.047735742,1935339.0114457852
5,20:20:04,967138.654823054,1935339.0934348232
6,20:20:04,967138.0808797411,1935339.1333517188
7,20:20:04,967137.4384855127,1935339.1775979202
8,20:20:05,967136.7224788868,1935339.1362760274
9,20:20:05,967136.0068386957,1935339.0510230258
10,20:20:05,967135.3425197259,1935338.9570220653
11,20:20:06,967134.634303867,1935338.7659733556
12,20:20:06,967133.9709585642,1935338.588099618
13,20:20:07,967133.2471901383,1935338.3783092292
14,20:20:07,967132.5904519352,1935338.1228654112
15,20:20:07,967131.9873302849,1935337.8933563076
16,20:20:08,967131.2737235569,1935337.6218003435
17,20:20:08,967130.6726377688,1935337.3930597699
18,20:20:08,967129.9963356042,1935337.1356833894
19,20:20:09,967129.3200589963,1935336.8783188562
20,20:20:09,967128.6437743474,1935336.6209503806
21,20:20:09,967128.0050579165,1935336.3778801083
22,20:20:10,967127.328769934,1935336.120511582
23,20:20:10,967126.6524819518,1935335.8631430562
24,20:20:10,967126.0197820134,1935335.5711705377
25,20:20:11,967125.4905482816,1935335.2462839098
26,20:20:11,967124.8329089859,1935334.8524777754
27,20:20:12,967124.1773982863,1935334.4605019328
28,20:20:12,967123.5708549372,1935334.0420819533
29,20:20:12,967123.1656105826,1935333.6128558952
30,20:20:13,967122.78138438,1935333.0419819464
31,20:20:13,967122.3685031303,1935332.4436753346
32,20:20:13,967121.9346647849,1935331.815396549
33,20:20:14,967121.552982598,1935331.2528966505
34,20:20:14,967121.2638416667,1935330.679799606
35,20:20:14,967121.0623052809,1935330.0230464428
36,20:20:15,967120.8559475535,1935329.36752086
37,20:20:15,967120.6996070836,1935328.6919486455
38,20:20:15,967120.6595016395,1935328.0074877625
39,20:20:16,967120.6171031713,1935327.321163469
40,20:20:16,967120.5788308416,1935326.6421781403
41,20:20:16,967120.6122956811,1935325.9524053922
42,20:20:17,967120.6588376883,1935325.2271345537
43,20:20:17,967120.7718911781,1935324.5077516437
44,20:20:18,967120.9196063555,1935323.8458138553
45,20:20:18,967121.0641385904,1935323.1782607797
46,20:20:18,967121.2389138635,1935322.4443724817
47,20:20:19,967121.4597104985,1935321.8255295744
48,20:20:19,967121.7146246841,1935321.1018920639
49,20:20:19,967121.9278541246,1935320.49545751
50,20:20:20,967122.194529905,1935319.7369645843
51,20:20:20,967122.434543041,1935319.0543225482
52,20:20:20,967122.687872802,1935318.3337796247
53,20:20:21,967122.901203982,1935317.7270034312
54,20:20:21,967123.1545347555,1935317.0064567027
55,20:20:21,967123.3678659325,1935316.3996805088
56,20:20:22,967123.6211967026,1935315.6791337787
57,20:20:22,967123.8745275337,1935314.958583241
58,20:20:23,967124.1145261964,1935314.275891387
59,20:20:23,967124.3278583401,1935313.669054181
60,20:20:23,967124.5794482406,1935312.9490327388
61,20:20:24,967124.7511437436,1935312.2750624365
62,20:20:24,967124.9113000883,1935311.6073768218
63,20:20:24,967125.0276450634,1935310.92121262
64,20:20:25,967125.0633394404,1935310.2195681592
65,20:20:25,967125.1055863444,1935309.535694383
66,20:20:25,967125.1477451108,1935308.8536422825
67,20:20:26,967125.1948506021,1935308.0913772646
68,20:20:26,967125.23452004,1935307.449416109
69,20:20:26,967125.2841064128,1935306.646991359
70,20:20:27,967125.3262549323,1935305.9649238363
71,20:20:27,967125.3634448001,1935305.363099555
72,20:20:27,967125.4105519631,1935304.6007887945
73,20:20:28,967125.420213251,1935303.9361294594
74,20:20:28,967125.3070283474,1935303.2265222648
75,20:20:29,967125.1895184361,1935302.5505540578
76,20:20:29,967125.0290128632,1935301.9100116608
77,20:20:29,967124.850607357,1935301.2053001358
78,20:20:30,967124.6411030758,1935300.5331908888
79,20:20:30,967124.4305953718,1935299.8803185795
80,20:20:30,967124.1968224305,1935299.1539389896
81,20:20:31,967123.9583228664,1935298.484556362
82,20:20:31,967123.7366368226,1935297.9289910963
83,20:20:31,967123.4708790021,1935297.2554060835
84,20:20:32,967123.1903775722,1935296.5448119238
85,20:20:32,967122.9247303841,1935295.8718236578
86,20:20:32,967122.6442969411,1935295.1613907698
87,20:20:33,967122.3933851547,1935294.5257471553
88,20:20:33,967122.157233783,1935293.9274943562
89,20:20:34,967121.876804024,1935293.2170691586
90,20:20:34,967121.5963742696,1935292.506643961
91,20:20:34,967121.3454634314,1935291.8710003672
92,20:20:35,967121.0797931338,1935291.1979659742
93,20:20:35,967120.8288822946,1935290.562322382
94,20:20:35,967120.5484525334,1935289.8518971908
95,20:20:36,967120.2827822309,1935289.1788627964
96,20:20:36,967120.0171119266,1935288.505828412
97,20:20:36,967119.7514416206,1935287.8327940241
98,20:20:37,967119.5152902387,1935287.2345412364
99,20:20:37,967119.2348604668,1935286.5241160516
100,20:20:37,967118.998709084,1935285.9258632674
101,20:20:38,967118.7182793133,1935285.2154380896
102,20:20:38,967118.4526090014,1935284.542403703
103,20:20:38,967118.2164576118,1935283.9441509196
104,20:20:39,967117.9507872991,1935283.2711165394
105,20:20:39,967117.6998764478,1935282.6354729633
106,20:20:40,967117.4194466688,1935281.9250477855
107,20:20:40,967117.1685358144,1935281.2894042071
108,20:20:40,967116.9028654951,1935280.6163698307
109,20:20:41,967116.6667141006,1935280.0181170586
110,20:20:41,967116.4010437805,1935279.3450826833
111,20:20:41,967116.1058545343,1935278.597266715
112,20:20:42,967115.8697031353,1935277.9990139422
113,20:20:42,967115.5892733512,1935277.288588775
114,20:20:42,967115.3531219492,1935276.690336005
115,20:20:43,967115.0874516232,1935276.0173016384
116,20:20:43,967114.8070218319,1935275.3068764734
117,20:20:43,967114.5413515046,1935274.6338421095
118,20:20:44,967114.2904406373,1935273.998198548
119,20:20:44,967114.0395297684,1935273.362554979
120,20:20:45,967113.7590999726,1935272.6521298226
121,20:20:45,967113.4741065234,1935272.0604829227
122,20:20:45,967113.0646833587,1935271.5386863577
123,20:20:46,967112.5428954421,1935271.0004543387
124,20:20:46,967112.072992334,1935270.5043922153
125,20:20:46,967111.5750338129,1935269.978988567
126,20:20:47,967111.1326408526,1935269.512259281
127,20:20:47,967110.6072001839,1935268.9579198998
128,20:20:47,967110.1094321215,1935268.4327710173
129,20:20:48,967109.6314116903,1935267.9673125762
130,20:20:48,967109.0398480233,1935267.557369532
131,20:20:48,967108.4042767674,1935267.1264809566
132,20:20:49,967107.8700706863,1935266.8143950405
133,20:20:49,967107.1979302608,1935266.5752319957
134,20:20:49,967106.5463961525,1935266.3571756901
135,20:20:50,967105.9114749903,1935266.1301847077
136,20:20:50,967105.2365536495,1935265.8185043044
137,20:20:51,967104.6126685126,1935265.5347465323
138,20:20:51,967103.9541126421,1935265.235295051
139,20:20:51,967103.2954926846,1935264.9357967814
140,20:20:52,967102.7465801269,1935264.6861935493
141,20:20:52,967102.0147207074,1935264.3533997922
142,20:20:52,967101.3560438004,1935264.053885363
143,20:20:53,967100.7705532176,1935263.7876503153
144,20:20:53,967100.0752831473,1935263.4714961955
145,20:20:53,967099.4166062432,1935263.17198177
146,20:20:54,967098.7945225,1935262.8891070331
147,20:20:54,967098.1358455974,1935262.589592606
148,20:20:54,967097.4405755344,1935262.273438497
149,20:20:55,967096.7818986346,1935261.9739240694
150,20:20:55,967096.1232217365,1935261.6744096517
151,20:20:56,967095.5377311601,1935261.4081746102
152,20:20:56,967094.952240584,1935261.1419395695
153,20:20:56,967094.2569705264,1935260.8257854674
154,20:20:57,967093.5617004718,1935260.5096313555
155,20:20:57,967092.9471496304,1935260.2219489675
156,20:20:57,967092.4392751592,1935259.8966971394
157,20:20:58,967091.9615899946,1935259.3929518217
158,20:20:58,967091.6744915022,1935258.8469017872
159,20:20:58,967091.3824199822,1935258.1921201511
160,20:20:59,967091.1512005911,1935257.5416335876
161,20:20:59,967091.077840158,1935256.8840426481
162,20:20:59,967091.1249717396,1935256.239553529
163,20:21:00,967091.2147447796,1935255.5032777307
164,20:21:00,967091.4154399903,1935254.8507767415
165,20:21:00,967091.6413833862,1935254.116883517
166,20:21:01,967091.85389494,1935253.4257902962
167,20:21:01,967092.0548294184,1935252.7728735788
168,20:21:02,967092.2726617003,1935252.187359524
169,20:21:02,967092.544991007,1935251.4713985277
170,20:21:02,967092.787369378,1935250.833246007
171,20:21:03,967093.0614145312,1935250.122819715
172,20:21:03,967093.3526001815,1935249.5344770239
173,20:21:03,967093.6966845866,1935248.848744309
174,20:21:04,967094.0026651827,1935248.2385772753
175,20:21:04,967094.3148641582,1935247.6376475573
176,20:21:04,967094.6578000198,1935247.0606557236
177,20:21:05,967094.9832295129,1935246.4336356039
178,20:21:05,967095.2905952849,1935245.8207903358
179,20:21:05,967095.6151001051,1935245.1749602433
180,20:21:06,967095.9580482367,1935244.4923216214
181,20:21:06,967096.227855515,1935243.9430748434
182,20:21:07,967096.2174423063,1935243.9323671649
