,timeline,x,y
0,20:23:16,967568.9551213863,1935246.3212642302
1,20:23:17,967568.9551213863,1935246.3212642302
2,20:23:17,967569.0902775956,1935246.320045503
3,20:23:17,967569.4558972776,1935246.3240843157
4,20:23:18,967569.8380320746,1935246.3927355914
5,20:23:18,967570.3275056824,1935246.5840911875
6,20:23:18,967570.7886465786,1935246.897241055
7,20:23:19,967571.2014501044,1935247.3065875168
8,20:23:19,967571.5244515301,1935247.8772077984
9,20:23:19,967571.8378120773,1935248.4152099474
10,20:23:20,967572.1872935297,1935249.0722953198
11,20:23:20,967572.5130163886,1935249.7689727265
12,20:23:20,967572.7089898409,1935250.3956031136
13,20:23:21,967572.8549018396,1935251.111735801
14,20:23:21,967572.933666945,1935251.8081104604
15,20:23:22,967572.9467256134,1935252.5111427486
16,20:23:22,967572.9453294008,1935253.1408995227
17,20:23:22,967572.9093277558,1935253.883990413
18,20:23:23,967572.8509780014,1935254.6049398985
19,20:23:23,967572.8163852266,1935255.2978918173
20,20:23:23,967572.767318253,1935256.04329182
21,20:23:24,967572.7489487148,1935256.7597979142
22,20:23:24,967572.7287521997,1935257.4435052262
23,20:23:24,967572.7061864684,1935258.2069936916
24,20:23:25,967572.688348706,1935258.809661067
25,20:23:25,967572.665753318,1935259.5730956662
26,20:23:25,967572.6431580475,1935260.3365226362
27,20:23:26,967572.6229412226,1935261.0195888735
28,20:23:26,967572.6003459505,1935261.7830158428
29,20:23:27,967572.5801291254,1935262.4660820886
30,20:23:27,967572.5599122978,1935263.1491483208
31,20:23:27,967572.5385062457,1935263.8723949268
32,20:23:28,967572.5171001871,1935264.5956415331
33,20:23:28,967572.4956941309,1935265.3188881343
34,20:23:28,967572.4728726009,1935266.040968002
35,20:23:29,967572.3954916573,1935266.6483850256
36,20:23:29,967572.2553195683,1935267.3916702257
37,20:23:29,967572.0620615882,1935268.094436869
38,20:23:30,967571.7758155998,1935268.7255756992
39,20:23:30,967571.4749521498,1935269.3798461098
40,20:23:30,967571.1255216384,1935269.9129509402
41,20:23:31,967570.6124372697,1935270.378291047
42,20:23:31,967570.0578649717,1935270.674552744
43,20:23:32,967569.3785420909,1935271.031346044
44,20:23:32,967568.7754010569,1935271.3502137857
45,20:23:32,967568.0999498867,1935271.707213688
46,20:23:33,967567.4957634558,1935272.0265834727
47,20:23:33,967566.8614951494,1935272.3764283282
48,20:23:33,967566.1867738802,1935272.7316625386
49,20:23:34,967565.541648834,1935273.0696713203
50,20:23:34,967564.9772432157,1935273.3243260838
51,20:23:34,967564.2542826412,1935273.539734335
52,20:23:35,967563.5331173332,1935273.726718924
53,20:23:35,967562.8623853293,1935273.8506608761
54,20:23:36,967562.1655976805,1935273.8863977029
