,Time,X,Y
0,10/13/2023 1:20,967166.9053,1935338.576
1,10/13/2023 1:20,967165.8969,1935339.646
2,10/13/2023 1:20,967165.8969,1935339.646
3,10/13/2023 1:20,967165.8969,1935339.646
4,10/13/2023 1:20,967165.8969,1935339.646
5,10/13/2023 1:20,967166.2628,1935339.046
6,10/13/2023 1:20,967166.2628,1935339.046
7,10/13/2023 1:20,967165.0152,1935339.571
8,10/13/2023 1:20,967165.0152,1935339.571
9,10/13/2023 1:20,967165.0152,1935339.571
10,10/13/2023 1:20,967165.4544,1935339.086
11,10/13/2023 1:20,967165.4544,1935339.086
12,10/13/2023 1:20,967165.4544,1935339.086
13,10/13/2023 1:20,967165.4544,1935339.086
14,10/13/2023 1:20,967165.4544,1935339.086
15,10/13/2023 1:20,967166.8798,1935338.993
16,10/13/2023 1:20,967166.8798,1935338.993
17,10/13/2023 1:20,967166.3013,1935338.931
18,10/13/2023 1:20,967166.3013,1935338.931
19,10/13/2023 1:20,967165.5482,1935339.289
20,10/13/2023 1:20,967165.8987,1935339.341
21,10/13/2023 1:20,967165.8987,1935339.341
22,10/13/2023 1:20,967165.8987,1935339.341
23,10/13/2023 1:20,967165.8987,1935339.341
24,10/13/2023 1:20,967165.8804,1935338.617
25,10/13/2023 1:20,967165.8804,1935338.617
26,10/13/2023 1:20,967165.6926,1935339.477
27,10/13/2023 1:20,967165.6926,1935339.477
28,10/13/2023 1:20,967165.6926,1935339.477
29,10/13/2023 1:20,967165.6926,1935339.477
30,10/13/2023 1:20,967165.6926,1935339.477
31,10/13/2023 1:20,967166.0194,1935339.721
32,10/13/2023 1:20,967166.0979,1935338.851
33,10/13/2023 1:20,967166.0979,1935338.851
34,10/13/2023 1:20,967166.0979,1935338.851
35,10/13/2023 1:20,967166.0979,1935338.851
36,10/13/2023 1:20,967165.6823,1935339.106
37,10/13/2023 1:20,967165.6823,1935339.106
38,10/13/2023 1:20,967165.6823,1935339.106
39,10/13/2023 1:20,967165.3645,1935339.002
40,10/13/2023 1:20,967165.3645,1935339.002
41,10/13/2023 1:20,967165.3645,1935339.002
42,10/13/2023 1:20,967165.3645,1935339.002
43,10/13/2023 1:20,967165.3645,1935339.002
44,10/13/2023 1:20,967165.7774,1935339.211
45,10/13/2023 1:20,967165.7774,1935339.211
46,10/13/2023 1:20,967166.5032,1935339.527
47,10/13/2023 1:20,967166.5032,1935339.527
48,10/13/2023 1:20,967165.9888,1935339.208
49,10/13/2023 1:20,967165.826,1935339.01
50,10/13/2023 1:20,967165.826,1935339.01
51,10/13/2023 1:20,967165.826,1935339.01
52,10/13/2023 1:20,967165.8072,1935339.656
53,10/13/2023 1:20,967166.1897,1935338.41
54,10/13/2023 1:20,967166.1897,1935338.41
55,10/13/2023 1:20,967167.3836,1935339.306
56,10/13/2023 1:20,967167.3836,1935339.306
57,10/13/2023 1:20,967166.5145,1935338.721
58,10/13/2023 1:20,967166.5145,1935338.721
59,10/13/2023 1:20,967166.2181,1935339.294
60,10/13/2023 1:20,967165.8732,1935340.291
61,10/13/2023 1:20,967165.8732,1935340.291
62,10/13/2023 1:20,967165.8732,1935340.291
63,10/13/2023 1:20,967166.1447,1935339.028
64,10/13/2023 1:20,967166.1447,1935339.028
65,10/13/2023 1:20,967165.8329,1935338.949
66,10/13/2023 1:20,967166.0914,1935338.788
67,10/13/2023 1:20,967166.0914,1935338.788
68,10/13/2023 1:20,967166.0914,1935338.788
69,10/13/2023 1:20,967165.8886,1935338.805
70,10/13/2023 1:20,967165.8886,1935338.805
71,10/13/2023 1:20,967165.8886,1935338.805
72,10/13/2023 1:20,967165.9017,1935339.292
73,10/13/2023 1:20,967165.9017,1935339.292
74,10/13/2023 1:20,967166.2168,1935338.39
75,10/13/2023 1:20,967166.2168,1935338.39
76,10/13/2023 1:20,967165.6744,1935337.883
77,10/13/2023 1:20,967166.0254,1935339.333
78,10/13/2023 1:20,967166.0254,1935339.333
79,10/13/2023 1:20,967166.0254,1935339.333
80,10/13/2023 1:20,967165.0813,1935338.821
81,10/13/2023 1:20,967165.0813,1935338.821
82,10/13/2023 1:20,967165.0813,1935338.821
83,10/13/2023 1:20,967166.3023,1935338.292
84,10/13/2023 1:20,967166.3023,1935338.292
85,10/13/2023 1:20,967165.692,1935338.321
86,10/13/2023 1:20,967164.7068,1935338.768
87,10/13/2023 1:20,967164.7068,1935338.768
88,10/13/2023 1:20,967164.7068,1935338.768
89,10/13/2023 1:20,967165.6803,1935339.186
90,10/13/2023 1:20,967165.6514,1935338.963
91,10/13/2023 1:20,967165.6514,1935338.963
92,10/13/2023 1:20,967165.6514,1935338.963
93,10/13/2023 1:20,967165.3654,1935338.683
94,10/13/2023 1:20,967165.156,1935338.316
95,10/13/2023 1:20,967165.156,1935338.316
96,10/13/2023 1:20,967165.7952,1935339.401
97,10/13/2023 1:20,967165.7952,1935339.401
98,10/13/2023 1:20,967165.7952,1935339.401
99,10/13/2023 1:20,967165.5337,1935338.601
100,10/13/2023 1:20,967165.5337,1935338.601
101,10/13/2023 1:20,967165.5337,1935338.601
