,X,Y
0,967131.484531622,1935339.321135712
1,967131.9968141342,1935339.3292766751
2,967132.542892137,1935339.321441468
3,967133.2304791928,1935339.2576515
4,967133.9528994648,1935339.1967505345
5,967134.6343327004,1935339.1393043415
6,967135.3952479734,1935339.0751339376
7,967136.0762598696,1935339.0177039185
8,967136.797290956,1935338.956902871
9,967137.5183256246,1935338.8960942528
10,967138.239360203,1935338.835289448
11,967138.9203358784,1935338.7778664771
12,967139.6413701624,1935338.717061663
13,967140.4024598952,1935338.6528787764
14,967141.0688275438,1935338.5746276733
15,967141.8262305376,1935338.473260864
16,967142.5428626178,1935338.3777932173
17,967143.2204089338,1935338.287515468
18,967143.9774924376,1935338.1866622677
19,967144.654896348,1935338.0964356484
20,967145.3721526008,1935338.0009016604
21,967146.0495541329,1935337.9106749971
22,967146.7269575744,1935337.8204483683
23,967147.4442042946,1935337.724914226
24,967148.1614519692,1935337.6293800976
25,967148.8388525564,1935337.5391534213
26,967149.5959473288,1935337.438311838
27,967150.2733479184,1935337.348085164
28,967151.0304426944,1935337.247243579
29,967151.747690379,1935337.1517094465
30,967152.4649380656,1935337.0561753183
31,967153.1423386622,1935336.965948636
32,967153.8994334452,1935336.8651070544
33,967154.5637946242,1935336.8035787567
34,967155.2815575384,1935336.8565955637
35,967155.9668424212,1935336.9144117075
36,967156.7204405344,1935336.9878357856
37,967157.4014061583,1935337.0576200224
38,967158.0740564932,1935337.139308704
39,967158.7926530004,1935337.226191596
40,967159.4855438032,1935337.35363089
41,967160.229121656,1935337.4545313967
42,967160.9378197816,1935337.5626758856
43,967161.6514397868,1935337.6765701456
44,967162.3260623117,1935337.7825394664
45,967163.0806833062,1935337.900813076
46,967163.7955711832,1935338.0128091052
47,967164.5104377918,1935338.1248238664
48,967165.1458781584,1935338.224406161
49,967165.9401761788,1935338.3488877988
50,967166.6153295484,1935338.4546939512
51,967167.2017060722,1935338.546911805
52,967167.5784096696,1935338.6060789896
