,X,Y
0,967531.0255,1935304.687
1,967531.9077,1935300.51
2,967532.7515,1935296.301
3,967533.6158,1935291.878
4,967534.1296,1935287.591
5,967534.5634,1935283.312
6,967534.9512,1935279.077
7,967535.4492,1935274.996
8,967538.6314,1935272.51
9,967542.8608,1935271.764
10,967547.0956,1935271.132
11,967551.3203,1935271.137
12,967555.5812,1935271.251
13,967559.8823,1935271.367
14,967564.1433,1935271.482
15,967568.0877,1935270.464
16,967570.9626,1935267.598
17,967571.9923,1935263.667
18,967572.2655,1935259.362
19,967572.464,1935255.146
20,967572.6682,1935250.809
21,967571.9029,1935246.803
22,,
