,X,Y
0,967140.2000358484,1935337.8284111284
1,967143.4101328402,1935340.6399245516
2,967147.6126979776,1935339.836163418
3,967151.4221727764,1935337.9377860392
4,967155.2903089228,1935336.488084144
5,967159.4618096894,1935337.2269531835
6,967163.5813953774,1935338.583415465
7,967167.5984609138,1935339.660374073
8,967171.755491973,1935338.939241886
9,967175.9130444936,1935338.0482970956
10,967180.1678694396,1935338.210352597
11,967184.4778197974,1935338.4769155951
12,967188.576936622,1935338.8263923137
13,967188.592614674,1935338.824311708
