,X,Y
0,967533.2845532204,1935274.2620529253
1,967528.8403403796,1935274.006376842
2,967524.6492541138,1935273.5686869656
3,967520.446724434,1935273.4050167855
4,967516.2697082192,1935273.2544077665
5,967512.0528058652,1935273.1023396072
6,967508.0367084414,1935272.957512792
7,967503.7777676836,1935272.816514438
8,967499.5572137304,1935272.7385470571
9,967495.3453462818,1935272.718637063
10,967491.1231240488,1935272.699439344
11,967486.9009018736,1935272.680241631
12,967482.8797379484,1935272.6619580905
13,967478.6575158864,1935272.642760372
14,967474.4352938844,1935272.623562652
15,967470.2167611836,1935272.598786641
16,967466.0648501852,1935272.1095456665
17,967461.9923910808,1935271.300464084
18,967457.714436044,1935271.416529903
19,967453.5217078928,1935271.8577749664
20,967449.523122372,1935272.010022988
21,967445.455562622,1935271.9105255571
22,967441.2227790164,1935271.9069647132
23,967437.0205373648,1935272.1141395157
24,967432.8081886724,1935272.1417363305
25,967428.015984724,1935271.9266358928
26,967423.79887006,1935271.7745643675
27,967419.7884809658,1935271.70818278
28,967415.5663945464,1935271.6881862725
29,967411.3441861696,1935271.668187816
30,967407.1219778472,1935271.648189363
31,967402.8997695864,1935271.6281909137
32,967398.6899116096,1935271.5262666848
33,967394.6728699872,1935271.4523037411
34,967390.4529174038,1935271.373072056
35,967386.2332546652,1935271.2938449895
36,967382.0135919888,1935271.2146179231
37,967377.7939293678,1935271.1353908584
38,967373.5742668046,1935271.0561637948
39,967368.8839244222,1935270.570200352
40,967365.3749079864,1935268.5048080536
41,967364.3702982052,1935264.280650652
42,967365.331206591,1935260.1564373104
43,967366.693274738,1935255.58264563
44,967367.130412842,1935254.044728036
