,X,Y
0,967568.9551213864,1935246.3212642304
1,967572.1872935296,1935249.07229532
2,967572.9453294008,1935253.1408995227
3,967572.7287521996,1935257.4435052264
4,967572.6003459505,1935261.7830158428
5,967572.4728726008,1935266.040968002
6,967571.1255216384,1935269.91295094
7,967567.4957634558,1935272.0265834727
8,967563.5331173332,1935273.726718924
9,967559.3673138556,1935273.9046108264
10,967555.064920082,1935273.8825952588
11,967550.8025240044,1935273.8607896357
12,967546.4621748392,1935273.8137981864
13,967542.2002552884,1935273.7620833204
14,967537.857922225,1935273.7093927048
15,967533.5155892206,1935273.6567020856
16,967529.1732562794,1935273.6040114716
17,967524.9113369716,1935273.5522966047
18,967520.5287973684,1935273.4991181104
19,967516.26687818,1935273.4474032468
20,967511.9245454856,1935273.394712631
21,967507.6224196316,1935273.342509892
22,967503.3605006244,1935273.2907950247
23,967499.0583748944,1935273.238592288
24,967494.7160424404,1935273.185901668
25,967490.3737100522,1935273.133211054
26,967485.950964163,1935273.079544684
27,967481.6488386772,1935273.0273419456
28,967477.4066357932,1935272.7626788984
29,967474.0256003736,1935270.580404694
30,967473.1192107456,1935267.6998107969
