,X,Y
0,967510.1904,1935270.048
1,967511.7099,1935271.006
2,967513.6546,1935270.888
3,967515.6741,1935270.789
4,967517.8343,1935270.81
5,967519.9652,1935270.827
6,967522.1767,1935270.845
7,967524.348,1935270.863
8,967526.4791,1935270.88
9,967528.6906,1935270.898
10,967530.8217,1935270.916
11,967532.9126,1935270.933
12,967535.1643,1935270.951
13,967537.2552,1935270.968
14,967539.4265,1935270.986
15,967541.5978,1935271.004
16,967543.7691,1935271.021
17,967545.9404,1935271.039
18,967548.1117,1935271.057
19,967550.283,1935271.074
20,967552.4544,1935271.092
21,967554.6659,1935271.11
22,967556.797,1935271.127
23,967558.8878,1935271.144
24,967561.0189,1935271.162
25,967563.1902,1935271.18
26,967565.3213,1935271.197
27,967567.4401,1935271.022
28,967569.5029,1935270.395
29,967571.0999,1935269.299
30,967572.1138,1935267.498
31,967572.4899,1935265.422
32,967572.4705,1935263.313
33,967572.4543,1935261.182
34,967572.5145,1935259.065
35,967572.6035,1935256.856
36,967572.6891,1935254.727
37,967572.7748,1935252.598
38,967572.8362,1935251.071
39,967572.6489,1935249.062
40,967571.3339,1935247.679
41,967569.4751,1935246.689
42,,
