,X,Y
0,967139.7930144784,1935338.5041174972
1,967138.0808797412,1935339.1333517188
2,967136.0068386956,1935339.0510230255
3,967133.9709585642,1935338.588099618
4,967131.9873302848,1935337.893356308
5,967129.9963356042,1935337.1356833891
6,967128.0050579164,1935336.3778801083
7,967126.0197820134,1935335.5711705375
8,967124.1773982864,1935334.4605019328
9,967122.78138438,1935333.0419819464
10,967121.552982598,1935331.2528966505
11,967120.8559475536,1935329.36752086
12,967120.6171031712,1935327.321163469
13,967120.6588376884,1935325.2271345537
14,967121.0641385904,1935323.17826078
15,967121.714624684,1935321.101892064
16,967122.434543041,1935319.054322548
17,967123.1545347556,1935317.0064567027
18,967123.8745275337,1935314.958583241
19,967124.5794482406,1935312.9490327388
20,967125.0276450634,1935310.92121262
21,967125.1477451108,1935308.8536422823
22,967125.2841064128,1935306.646991359
23,967125.4105519633,1935304.6007887945
24,967125.189518436,1935302.5505540576
25,967124.6411030758,1935300.5331908888
26,967123.9583228664,1935298.484556362
27,967123.1903775722,1935296.544811924
28,967122.3933851548,1935294.5257471555
29,967121.5963742696,1935292.506643961
30,967120.8288822946,1935290.562322382
31,967120.0171119266,1935288.505828412
32,967119.2348604668,1935286.524116052
33,967118.4526090014,1935284.542403703
34,967117.6998764478,1935282.6354729636
35,967116.9028654952,1935280.616369831
36,967116.1058545344,1935278.597266715
37,967115.3531219492,1935276.690336005
38,967114.5413515046,1935274.6338421092
39,967113.7590999726,1935272.6521298224
40,967112.542895442,1935271.0004543387
41,967111.1326408526,1935269.512259281
42,967109.6314116904,1935267.967312576
43,967107.8700706864,1935266.8143950405
44,967105.9114749904,1935266.130184708
45,967103.954112642,1935265.235295051
46,967102.0147207074,1935264.353399792
47,967100.0752831472,1935263.4714961955
48,967098.1358455974,1935262.589592606
49,967096.1232217364,1935261.674409652
50,967094.2569705264,1935260.8257854676
51,967092.4392751592,1935259.8966971396
52,967091.3824199822,1935258.1921201511
53,967091.1249717396,1935256.239553529
54,967091.6413833862,1935254.116883517
55,967092.2726617004,1935252.187359524
56,967093.0614145312,1935250.122819715
57,967094.0026651828,1935248.2385772755
58,967094.9832295128,1935246.433635604
59,967095.9580482368,1935244.4923216212
60,967096.2174423065,1935243.9323671649
