,Time,x,y
0,16:16:54,967531.2944006063,1935304.153379882
1,16:16:55,967531.2944006063,1935304.153379882
2,16:16:55,967531.2944006063,1935304.153379882
3,16:16:55,967531.2944006063,1935304.153379882
4,16:16:56,967531.2944006063,1935304.153379882
5,16:16:56,967531.2944006063,1935304.153379882
6,16:16:56,967531.2944006063,1935304.153379882
7,16:16:57,967531.2944006063,1935304.153379882
8,16:16:57,967531.2944006063,1935304.153379882
9,16:16:57,967531.2890950877,1935304.1531580659
10,16:16:58,967531.1593849725,1935304.147689894
11,16:16:58,967530.7257985316,1935304.1293949243
12,16:16:58,967530.208879712,1935304.1075604788
13,16:16:59,967529.3977199643,1935304.0732968075
14,16:16:59,967528.7962187068,1935304.0478648313
15,16:16:59,967528.0329908225,1935304.0156537683
16,16:17:00,967527.3904484679,1935303.9884772673
17,16:17:00,967526.6274660787,1935303.956178581
18,16:17:00,967525.9849545934,1935303.9289796907
19,16:17:01,967525.181876127,1935303.8949896721
20,16:17:01,967524.5796131265,1935303.869492166
21,16:17:02,967523.8166307433,1935303.8371934812
22,16:17:02,967523.1740887606,1935303.8099941008
23,16:17:02,967522.5717647558,1935303.7844956298
24,16:17:03,967521.7686254107,1935303.7504970098
25,16:17:03,967521.1662709042,1935303.7249980504
26,16:17:03,967520.4032885308,1935303.6926993646
27,16:17:04,967519.7607771821,1935303.6654928494
28,16:17:04,967518.9977949327,1935303.6331865361
29,16:17:04,967518.3552837056,1935303.605972392
30,16:17:05,967517.5923014615,1935303.573666083
31,16:17:05,967516.9899469634,1935303.5481671218
32,16:17:05,967516.1466506661,1935303.5124685785
33,16:17:06,967515.5442961712,1935303.486969616
34,16:17:06,967514.9419416764,1935303.461470655
35,16:17:06,967514.138802351,1935303.4274720387
36,16:17:07,967513.5364478597,1935303.4019730797
37,16:17:07,967512.7734655049,1935303.369674396
38,16:17:07,967511.9703261879,1935303.3356757846
39,16:17:08,967511.3679716991,1935303.3101768193
40,16:17:08,967510.7254297431,1935303.2829774434
41,16:17:08,967509.9624473965,1935303.250678762
42,16:17:09,967509.319935946,1935303.2234798733
43,16:17:09,967508.5569536001,1935303.1911811896
44,16:17:09,967507.9144421569,1935303.1639823008
45,16:17:10,967507.11130285,1935303.129983686
46,16:17:10,967506.5089483715,1935303.104484727
47,16:17:11,967505.7058090713,1935303.0704861092
48,16:17:11,967505.1034544728,1935303.0449947785
49,16:17:11,967504.3003151729,1935303.0109961657
50,16:17:12,967503.6979607013,1935302.9854972076
51,16:17:12,967502.8948214059,1935302.9514985927
52,16:17:12,967502.2924669377,1935302.9259996316
53,16:17:13,967501.5294846115,1935302.8937009536
54,16:17:13,967500.9271301426,1935302.8682019962
55,16:17:13,967500.1240213596,1935302.8342038698
56,16:17:14,967499.5216668941,1935302.808704908
57,16:17:14,967498.7185276129,1935302.774706298
58,16:17:14,967498.116173151,1935302.74920734
59,16:17:15,967497.3130338697,1935302.7152087258
60,16:17:15,967496.7106794112,1935302.6897097703
61,16:17:15,967495.9075401347,1935302.6557111596
62,16:17:16,967495.3051554168,1935302.630196464
63,16:17:16,967494.502016266,1935302.5961902235
64,16:17:16,967493.8996618143,1935302.5706912682
65,16:17:17,967493.2973073607,1935302.5451923078
66,16:17:17,967492.494168092,1935302.5111937
67,16:17:17,967491.8918136441,1935302.4856947383
68,16:17:18,967491.0886743801,1935302.4516961318
69,16:17:18,967490.4863199355,1935302.4261971707
70,16:17:19,967489.683180674,1935302.3921985608
71,16:17:19,967489.0808262306,1935302.3666996048
72,16:17:19,967488.2776869758,1935302.3327009962
73,16:17:20,967487.6753325337,1935302.3072020372
74,16:17:20,967486.8721932813,1935302.2732034272
75,16:17:20,967486.2698388426,1935302.2477044691
76,16:17:21,967485.4666995947,1935302.213705857
