,timeline,x,y
0,21:16:10,967568.8372409582,1935246.3259313635
1,21:16:10,967568.8538351706,1935246.3261956817
2,21:16:11,967569.0915538594,1935246.3299516554
3,21:16:11,967569.496255221,1935246.336153827
4,21:16:11,967570.1932570286,1935246.3635950529
5,21:16:12,967570.879227993,1935246.5261346821
6,21:16:12,967571.3727978516,1935246.7744753072
7,21:16:12,967572.012106497,1935247.14259254
8,21:16:13,967572.516885144,1935247.6009566777
9,21:16:13,967572.8483311944,1935248.1222213106
10,21:16:13,967573.0309427552,1935248.7774420178
11,21:16:14,967573.0214669532,1935249.3876645833
12,21:16:14,967572.8626028132,1935249.9865524024
13,21:16:15,967572.6477102208,1935250.754559585
14,21:16:15,967572.567687053,1935251.3535437796
15,21:16:15,967572.4889661758,1935252.0738178997
16,21:16:16,967572.442452022,1935252.7815459652
17,21:16:16,967572.4071800814,1935253.5765185568
18,21:16:16,967572.3957221797,1935254.2575427133
19,21:16:17,967572.3832558334,1935254.9405798477
20,21:16:17,967572.3700817681,1935255.664216927
21,21:16:17,967572.3561804096,1935256.4277671238
22,21:16:18,967572.3430102292,1935257.1511601661
23,21:16:18,967572.3305719492,1935257.8343503042
24,21:16:18,967572.3166704661,1935258.5979081274
25,21:16:19,967572.3049620241,1935259.2410249987
26,21:16:19,967572.2910581077,1935260.004735344
27,21:16:20,967572.2771541881,1935260.7684456846
28,21:16:20,967572.2639820516,1935261.491960745
29,21:16:20,967572.2515416979,1935262.1752805284
30,21:16:21,967572.2001310885,1935262.9164859655
31,21:16:21,967572.1270033589,1935263.6361626564
32,21:16:21,967572.0523531068,1935264.3096736122
33,21:16:22,967571.8933057173,1935264.9775304592
34,21:16:22,967571.7131117589,1935265.6819011045
35,21:16:22,967571.5329909074,1935266.3797662733
36,21:16:23,967571.2967728806,1935267.0671724433
37,21:16:23,967571.0353854478,1935267.7045960093
38,21:16:24,967570.7345684594,1935268.442149144
39,21:16:24,967570.4712538788,1935268.9955963967
40,21:16:24,967570.029502402,1935269.5454538746
41,21:16:25,967569.5468010815,1935270.061019808
42,21:16:25,967569.0408245058,1935270.5551847368
43,21:16:25,967568.4909243655,1935270.9680530773
44,21:16:26,967567.8988934372,1935271.3575571843
45,21:16:26,967567.2770240958,1935271.6568965379
46,21:16:26,967566.658142453,1935271.9563902754
47,21:16:27,967565.9630947611,1935272.2774936322
48,21:16:27,967565.3528789342,1935272.5750429686
49,21:16:27,967564.7049343366,1935272.9061721913
50,21:16:28,967564.0180404851,1935273.198091202
51,21:16:28,967563.3679979146,1935273.43489789
52,21:16:29,967562.706756712,1935273.6717550377
53,21:16:29,967562.0019735424,1935273.88955814
54,21:16:29,967561.3485518774,1935274.0377657318
55,21:16:30,967560.6040661958,1935274.213844651
56,21:16:30,967559.8933394289,1935274.362298904
57,21:16:30,967559.2094849478,1935274.4825611184
58,21:16:31,967558.4559575741,1935274.5673343586
59,21:16:31,967557.7479906663,1935274.640216678
60,21:16:31,967557.0836088449,1935274.5723710146
61,21:16:32,967556.3625923224,1935274.478008576
62,21:16:32,967555.6826732466,1935274.4105866877
63,21:16:33,967554.9616034107,1935274.3368112475
64,21:16:33,967554.2021500787,1935274.259182532
65,21:16:33,967553.4821446122,1935274.1856300014
66,21:16:34,967552.8021967239,1935274.1161862437
67,21:16:34,967552.0412355782,1935274.0393573327
68,21:16:34,967551.3214597194,1935273.9858699753
69,21:16:35,967550.5587324862,1935273.9068999893
70,21:16:35,967549.8804619656,1935273.8375058395
71,21:16:35,967549.1203093597,1935273.7597210545
72,21:16:36,967548.3604004256,1935273.6819630435
73,21:16:36,967547.7214637831,1935273.6180544265
74,21:16:37,967547.0305016639,1935273.6156222315
75,21:16:37,967546.3056451968,1935273.6339931583
76,21:16:37,967545.623488928,1935273.6495582648
77,21:16:38,967544.8996980272,1935273.666161224
78,21:16:38,967544.1761509161,1935273.682783325
