,X,Y
0,967131.484531622,1935339.321135712
1,967133.9528994648,1935339.1967505345
2,967136.0762598696,1935339.0177039185
3,967138.239360203,1935338.835289448
4,967140.4024598952,1935338.6528787764
5,967142.5428626178,1935338.3777932173
6,967144.654896348,1935338.0964356484
7,967146.7269575744,1935337.8204483683
8,967148.8388525564,1935337.5391534213
9,967151.0304426944,1935337.247243579
10,967153.1423386622,1935336.965948636
11,967155.2815575384,1935336.8565955637
12,967157.4014061583,1935337.0576200224
13,967159.4855438032,1935337.35363089
14,967161.6514397868,1935337.6765701456
15,967163.7955711832,1935338.0128091052
16,967165.9401761788,1935338.3488877988
17,967167.5784096696,1935338.6060789896
