,X,Y
0,967533.538481231,1935273.6236257828
1,967531.4007507152,1935273.595677232
2,967529.1983851264,1935273.5492692736
3,967527.196609944,1935273.558048539
4,967524.9887806482,1935273.5922267644
5,967522.98212897,1935273.6006690096
6,967520.9803805132,1935273.571377595
7,967518.7700818168,1935273.5173144836
8,967516.760137366,1935273.468136122
9,967514.549198482,1935273.414039931
10,967512.5392540544,1935273.3648615768
11,967510.328315201,1935273.3107653847
12,967508.3183708036,1935273.261587029
13,967506.1074319804,1935273.2074908395
14,967504.0974876086,1935273.1583124856
15,967501.886548818,1935273.1042162904
16,967499.876604474,1935273.0550379355
17,967497.6656657116,1935273.0009417464
18,967495.6557213978,1935272.9517633968
19,967493.4409837298,1935272.9101317911
20,967491.3945331266,1935272.8599295255
21,967489.223756248,1935272.8072282209
22,967487.217740836,1935272.7450915424
23,967485.0035546452,1935272.6918284683
24,967482.9935677618,1935272.6434122324
25,967480.9836113964,1935272.594996481
26,967478.7726594087,1935272.5417391572
27,967475.9941064644,1935272.6794074983
28,967474.0005416622,1935272.8700153015
29,967472.3455191108,1935271.467937184
30,967472.457131732,1935269.3435688864
31,967472.1520174372,1935268.0580065728
