,X,Y
0,967533.400648938,1935274.0016455555
1,967530.8864098898,1935273.9962359488
2,967528.6900667156,1935273.9318609228
3,967526.6874390446,1935273.9309467396
4,967524.47606165,1935273.9292780936
5,967522.465322722,1935273.9280592636
6,967520.4546450592,1935273.926826157
7,967518.202621232,1935273.925455944
8,967515.4278438884,1935273.923760748
9,967513.4171356468,1935273.922534777
10,967511.4063967896,1935273.9213159503
11,967509.1930657504,1935273.9465275935
12,967507.183790268,1935273.945385468
13,967504.9721011702,1935273.944139019
14,967502.9529885516,1935273.9705906813
15,967500.7512569408,1935273.970593639
16,967498.7410461056,1935273.9707104787
17,967496.7303169584,1935273.9708038135
18,967494.5185451852,1935273.9709214428
19,967492.5078159428,1935273.9710223984
20,967490.2960136958,1935273.9711395465
21,967488.2852846024,1935273.971232872
22,967486.0734844502,1935273.97122038
23,967484.0627572086,1935273.9711993148
24,967481.268844036,1935273.8108430596
25,967479.2632199564,1935273.680083933
26,967477.1176754696,1935273.4358881996
27,967474.951990978,1935272.3355843236
28,967473.8681868716,1935270.5882637107
29,967473.1923806424,1935268.6459267295
30,967473.1870754288,1935268.638023579
