,X,Y
0,967510.1904,1935270.048
1,967512.1938,1935271.028
2,967514.3125,1935270.84
3,967516.4667,1935270.799
4,967518.5981,1935270.816
5,967520.7694,1935270.834
6,967522.9407,1935270.851
7,967525.0316,1935270.869
8,967527.2029,1935270.886
9,967529.334,1935270.904
10,967531.5053,1935270.921
11,967533.6766,1935270.939
12,967535.8479,1935270.957
13,967537.9388,1935270.974
14,967540.1101,1935270.991
15,967542.3618,1935271.01
16,967544.4527,1935271.027
17,967546.7044,1935271.045
18,967548.8757,1935271.063
19,967551.047,1935271.081
20,967553.1781,1935271.098
21,967555.3896,1935271.116
22,967557.4805,1935271.133
23,967559.6116,1935271.15
24,967561.7427,1935271.168
25,967563.914,1935271.185
26,967566.0853,1935271.203
27,967568.0855,1935270.821
28,967570.0115,1935270.172
29,967571.4813,1935268.735
30,967572.2905,1935266.853
31,967572.4823,1935264.803
32,967572.465,1935262.589
33,967572.452,1935260.541
34,967572.5437,1935258.342
35,967572.6293,1935256.213
36,967572.7182,1935254.004
37,967572.8039,1935251.875
38,967572.8358,1935249.735
39,967571.3339,1935247.679
40,967569.4751,1935246.689
41,,
