,X,Y
0,967187.9539164077,1935339.457577899
1,967185.8674077886,1935340.9894704004
2,967184.354131181,1935342.4375739824
3,967183.1836668372,1935344.1920909905
4,967181.9940668812,1935345.9595948616
5,967180.938272771,1935347.861883836
6,967179.978333796,1935349.763302563
7,967179.0179942668,1935351.6652050004
8,967178.0576508852,1935353.5671092717
9,967177.0794760614,1935355.5047600828
10,967176.3127316826,1935357.463534667
11,967175.5362215912,1935359.4909100533
12,967174.7885729796,1935361.4430282924
13,967174.1665977356,1935363.4646327656
14,967174.065081012,1935365.493645559
15,967174.54476416,1935367.6217686057
16,967175.0396424287,1935369.6078878243
17,967175.8063594672,1935371.530203398
18,967176.8762638074,1935373.4472833544
19,967177.9803592982,1935375.3155866144
20,967179.084777834,1935377.1844399648
21,967180.1482956242,1935378.98407806
22,967181.2322656236,1935380.818327587
23,967182.3366878828,1935382.6871853853
24,967183.4411102058,1935384.5560388477
25,967184.5046278083,1935386.3556870008
26,967185.6499544485,1935388.2937696453
27,967186.6823291382,1935390.092814008
28,967187.6442674124,1935392.077181448
29,967188.593960642,1935394.0291229344
30,967189.526036492,1935395.9449496348
31,967190.4756981176,1935397.896958338
32,967191.4077731431,1935399.812835583
33,967192.33984816,1935401.7287128407
34,967193.2710507012,1935403.644292076
35,967194.001489598,1935405.6063217355
36,967194.6123997802,1935407.6824894173
37,967195.2510049278,1935409.8411539567
38,967195.8554056842,1935411.8842137735
39,967196.497825856,1935413.8582055755
40,967197.323753844,1935415.8974121732
41,967198.1045952328,1935417.8363978923
42,967198.9582469828,1935419.8181385973
43,967199.8485929088,1935421.753670196
44,967200.7558973402,1935423.7257351868
45,967200.915627782,1935424.073791049
