,X,Y
0,967568.8241389198,1935246.3267142992
1,967572.0870874712,1935248.2834182165
2,967572.979571828,1935252.077254044
3,967572.815053392,1935255.6745846595
4,967572.6303507934,1935259.251837377
5,967572.4458112078,1935262.824599821
6,967572.2612715816,1935266.3973622627
7,967571.1182446736,1935270.339153665
8,967567.9612301836,1935272.9205716916
9,967563.9018120456,1935273.88250383
10,967560.3364955266,1935273.9828570231
11,967556.7990811964,1935274.057406864
12,967553.140371093,1935274.11734698
13,967549.6239961328,1935274.1276384469
14,967546.0515362412,1935274.0864784927
15,967542.4731429028,1935274.0423788
16,967538.854542939,1935273.9977836115
17,967535.2761496848,1935273.9536839167
18,967531.7380288844,1935273.9097832872
19,967528.1596489556,1935273.864852365
20,967524.5812690676,1935273.819921437
21,967520.9224760144,1935273.77399188
22,967516.6605549834,1935273.720476788
23,967512.8821732572,1935272.8593425923
24,967510.6236904606,1935270.1449658703
25,967510.5184557652,1935269.8690953103
