,X,Y
0,967058.7255,1935385.695
1,967062.855,1935385.881
2,967066.3887,1935386.065
3,967069.7985,1935385.095
4,967073.0478,1935383.736
5,967075.9944,1935381.807
6,967079.3648,1935379.274
7,967082.2536,1935377.096
8,967085.1425,1935374.917
9,967087.9993,1935372.763
10,967090.8881,1935370.585
11,967093.777,1935368.407
12,967096.6338,1935366.252
13,967099.5548,1935364.05
14,967102.339,1935361.841
15,967104.8766,1935359.345
16,967107.4179,1935356.77
17,967110.0066,1935354.319
18,967112.6693,1935351.87
19,967115.3024,1935349.448
20,967117.9355,1935347.026
21,967120.6917,1935344.666
22,967124.521,1935342.817
23,967127.8678,1935341.553
24,967131.1882,1935340.346
25,967134.5938,1935339.292
26,967137.9849,1935338.259
27,,
