,X,Y
0,967140.2000358484,1935337.8284111284
1,967142.7441253304,1935340.554207335
2,967146.2426868872,1935340.2719067216
3,967149.5154373448,1935338.9777211372
4,967152.6926102544,1935337.244729868
5,967156.6543426398,1935336.6060418256
6,967160.1445484818,1935337.4543093692
7,967163.5813953774,1935338.583415465
8,967166.9671514992,1935339.638582497
9,967171.0906296736,1935339.0969963225
10,967174.5326476756,1935338.2802280264
11,967178.7391252016,1935338.1129092684
12,967182.3264582636,1935338.289645776
13,967185.879610004,1935338.597629596
14,967188.592614674,1935338.824311708
