,X,Y
0,967531.0255,1935304.687
1,967531.7663,1935301.179
2,967532.5091,1935297.663
3,967533.2151,1935294.132
4,967533.8495,1935290.384
5,967534.2026,1935286.871
6,967534.5634,1935283.312
7,967534.901,1935279.801
8,967535.1947,1935275.736
9,967538.0928,1935272.71
10,967542.2264,1935271.869
11,967545.7551,1935271.285
12,967549.8742,1935271.098
13,967553.4106,1935271.193
14,967556.9479,1935271.288
15,967560.6461,1935271.388
16,967564.8657,1935271.5
17,967568.662,1935270.096
18,967571.2235,1935266.945
19,967572.0709,1935262.917
20,967572.2655,1935259.362
21,967572.4319,1935255.829
22,967572.5983,1935252.295
23,967572.6905,1935248.721
24,967570.553,1935245.548
25,,
