,X,Y
0,967187.9539164077,1935339.457577899
1,967183.5652853166,1935343.625089992
2,967180.6487562852,1935348.435449268
3,967178.0576508852,1935353.5671092717
4,967175.8094008296,1935358.777639891
5,967174.032169951,1935364.177953409
6,967175.0396424287,1935369.6078878243
7,967177.6326670864,1935374.727236258
8,967180.5368886376,1935379.6416395293
9,967183.4411102058,1935384.5560388477
10,967186.3657835956,1935389.5050713075
11,967188.8929283668,1935394.6436333845
12,967191.4077731431,1935399.812835583
13,967193.7877176618,1935404.9645606943
14,967195.433465534,1935410.457926732
15,967197.323753844,1935415.8974121732
16,967199.5630021374,1935421.1328518435
17,967200.915627782,1935424.073791049
