,X,Y
0,967568.8372409582,1935246.3259313635
1,967572.6477102208,1935250.754559585
2,967572.3561804096,1935256.427767124
3,967572.251541698,1935262.1752805284
4,967571.0353854478,1935267.704596009
5,967566.658142453,1935271.9563902756
6,967561.3485518774,1935274.037765732
7,967555.6826732466,1935274.410586688
8,967549.8804619656,1935273.8375058395
9,967544.176150916,1935273.682783325
10,967538.512583436,1935274.0158841845
11,967534.9837674636,1935278.26096278
12,967533.3608425844,1935283.7778484852
13,967532.506574773,1935289.5205298848
14,967531.2149354717,1935295.038130897
15,967526.411348664,1935298.15608808
16,967520.687472816,1935298.750789532
17,967514.9067145276,1935298.612377883
18,967509.2406611516,1935298.498181358
19,967503.411329278,1935298.386525269
20,967497.6222000472,1935298.2756239776
21,967491.9134753792,1935298.1662703943
22,967486.124346122,1935298.0553843563
23,967480.415621546,1935297.9460384003
24,967474.6696408208,1935297.8540170635
25,967468.9090080842,1935297.1781631457
26,967463.1345374488,1935296.3615743692
27,967457.3987257448,1935295.669471675
28,967451.6653318316,1935295.4021622536
29,967445.932584513,1935295.270495708
30,967440.214721809,1935295.392009048
31,967434.76047895,1935297.0345925484
32,967429.3199248832,1935298.905820581
33,967423.8814624632,1935299.8891047183
34,967418.0995581516,1935299.7499653625
35,967412.2957116432,1935299.7796643984
36,967406.6118239192,1935299.6320784464
37,967402.0574953957,1935303.012111439
38,967401.489745516,1935303.917308066
