,X,Y
0,967167.7760782974,1935338.569920824
1,967166.880407825,1935339.2043989515
2,967165.5281165187,1935339.433436517
3,967164.0969021422,1935339.355309746
4,967162.7167649706,1935339.1071497323
5,967161.2964688928,1935338.705730175
6,967159.9797865674,1935338.338456092
7,967158.6530207,1935337.9329541456
8,967157.3358529084,1935337.4459098256
9,967155.9425214628,1935336.9430982056
10,967154.6325691376,1935336.7877135195
11,967153.1745834412,1935336.912521263
12,967151.8120895524,1935337.021137991
13,967150.329386708,1935337.1393466883
14,967148.9669137432,1935337.24796756
15,967147.4954472062,1935337.3232955027
16,967146.0879807692,1935337.3673919472
17,967144.6893967076,1935337.3793369853
18,967143.2019133924,1935337.379213542
19,967141.794949184,1935337.3790911825
20,967140.3938007955,1935337.3789699231
21,967140.1116254448,1935337.3786210048
