,X,Y
0,967510.1904,1935270.048
1,967511.3011,1935270.933
2,967512.8809,1935271.006
3,967514.3125,1935270.84
4,967515.6741,1935270.789
5,967517.1509,1935270.804
6,967518.5981,1935270.816
7,967519.9652,1935270.827
8,967521.4127,1935270.839
9,967522.9407,1935270.851
10,967524.348,1935270.863
11,967525.7956,1935270.875
12,967527.2029,1935270.886
13,967528.6906,1935270.898
14,967530.098,1935270.91
15,967531.5053,1935270.921
16,967532.9126,1935270.933
17,967534.4004,1935270.945
18,967535.8479,1935270.957
19,967537.2552,1935270.968
20,967538.7028,1935270.98
21,967540.1101,1935270.991
22,967541.5978,1935271.004
23,967543.0454,1935271.015
24,967544.4527,1935271.027
25,967545.9404,1935271.039
26,967547.388,1935271.051
27,967548.8757,1935271.063
28,967550.283,1935271.074
29,967551.7306,1935271.086
30,967553.1781,1935271.098
31,967554.6659,1935271.11
32,967556.1134,1935271.122
33,967557.4805,1935271.133
34,967558.8878,1935271.144
35,967560.2952,1935271.156
36,967561.7427,1935271.168
37,967563.1902,1935271.18
38,967564.6378,1935271.191
39,967566.0853,1935271.203
40,967567.4401,1935271.022
41,967568.822,1935270.592
42,967570.0115,1935270.172
43,967571.0999,1935269.299
44,967571.8007,1935268.121
45,967572.2905,1935266.853
46,967572.4899,1935265.422
47,967572.476,1935264.036
48,967572.465,1935262.589
49,967572.4543,1935261.182
50,967572.4855,1935259.79
51,967572.5437,1935258.342
52,967572.6035,1935256.856
53,967572.66,1935255.45
54,967572.7182,1935254.004
55,967572.7748,1935252.598
56,967572.8362,1935251.071
57,967572.8358,1935249.735
58,967572.3292,1935248.537
59,967571.3339,1935247.679
60,967570.1299,1935246.99
61,,
