,X,Y
0,967187.9539164077,1935339.457577899
1,967186.9759724324,1935340.1806713769
2,967185.8674077886,1935340.9894704004
3,967184.8040361842,1935341.9164710524
4,967183.9702175632,1935343.0231963715
5,967183.1836668372,1935344.1920909905
6,967182.353207762,1935345.4259932928
7,967181.5792362216,1935346.593406304
8,967180.938272771,1935347.861883836
9,967180.3044845164,1935349.1173613055
10,967179.6521833164,1935350.409228569
11,967179.0179942668,1935351.6652050004
12,967178.3838052428,1935352.9211795223
13,967177.7133768402,1935354.2489240088
14,967177.0794760614,1935355.5047600828
15,967176.5712055112,1935356.7887344423
16,967176.0394384392,1935358.177018506
17,967175.5362215912,1935359.4909100533
18,967175.0329965344,1935360.8048376972
19,967174.5297715048,1935362.1187634368
20,967174.1665977356,1935363.4646327656
21,967173.9857007712,1935364.8586602316
22,967174.196172626,1935366.227421216
23,967174.54476416,1935367.6217686057
24,967174.8716461242,1935368.9491010187
25,967175.2868251576,1935370.303021659
26,967175.8063594672,1935371.530203398
27,967176.5268233214,1935372.8566310636
28,967177.2440408528,1935374.069604783
29,967177.9803592982,1935375.3155866144
30,967178.716637042,1935376.561489386
31,967179.4324663592,1935377.772782173
32,967180.1482956242,1935378.98407806
33,967180.925481662,1935380.299200419
34,967181.620858636,1935381.475889
35,967182.3366878828,1935382.6871853853
36,967183.0525171824,1935383.8984784405
37,967183.8092509144,1935385.178993977
38,967184.5046278083,1935386.3556870008
39,967185.2613614828,1935387.6362058949
40,967185.9976428942,1935388.882116168
41,967186.6823291382,1935390.092814008
42,967187.309997063,1935391.3901533333
43,967187.9608373686,1935392.7277997776
44,967188.593960642,1935394.0291229344
45,967189.2270687672,1935395.33043918
46,967189.8425905488,1935396.595607762
47,967190.4756981176,1935397.896958338
48,967191.0912193614,1935399.162160291
49,967191.7243269256,1935400.463510878
50,967192.33984816,1935401.7287128407
51,967192.955369392,1935402.9939148128
52,967193.5549685408,1935404.333023936
53,967194.001489598,1935405.6063217355
54,967194.418491842,1935407.027028447
55,967194.817657319,1935408.376309034
56,967195.2510049278,1935409.8411539567
57,967195.6387337162,1935411.1517961065
58,967196.06174283,1935412.5765803067
59,967196.497825856,1935413.8582055755
60,967197.0384094107,1935415.1888191956
61,967197.5940267092,1935416.5685750388
62,967198.1045952328,1935417.8363978923
63,967198.6556916146,1935419.1645206504
64,967199.243733359,1935420.438806544
65,967199.8485929088,1935421.753670196
66,967200.4534547626,1935423.0683889613
67,967200.920968196,1935424.0852303088
68,967200.915627782,1935424.073791049
