,X,Y
0,967131.484531622,1935339.321135712
1,967132.542892137,1935339.321441468
2,967133.9528994648,1935339.1967505345
3,967135.3952479734,1935339.0751339376
4,967136.797290956,1935338.956902871
5,967138.239360203,1935338.835289448
6,967139.6413701624,1935338.717061663
7,967141.0688275438,1935338.5746276733
8,967142.5428626178,1935338.3777932173
9,967143.9774924376,1935338.1866622677
10,967145.3721526008,1935338.0009016604
11,967146.7269575744,1935337.8204483683
12,967148.1614519692,1935337.6293800976
13,967149.5959473288,1935337.438311838
14,967151.0304426944,1935337.247243579
15,967152.4649380656,1935337.0561753183
16,967153.8994334452,1935336.8651070544
17,967155.2815575384,1935336.8565955637
18,967156.7204405344,1935336.9878357856
19,967158.0740564932,1935337.139308704
20,967159.4855438032,1935337.35363089
21,967160.9378197816,1935337.5626758856
22,967162.3260623117,1935337.7825394664
23,967163.7955711832,1935338.0128091052
24,967165.1458781584,1935338.224406161
25,967166.6153295484,1935338.4546939512
26,967167.5784096696,1935338.6060789896
