,X,Y
0,967200.765,1935423.735
1,967199.7255,1935420.811
2,967198.7694,1935418.122
3,967197.7998,1935415.395
4,967196.8437,1935412.705
5,967195.8741,1935409.978
6,967194.8225,1935407.301
7,967193.6318,1935404.766
8,967192.3435,1935402.13
9,967190.9413,1935399.663
10,967189.4854,1935397.115
11,967188.0494,1935394.602
12,967186.5735,1935392.02
13,967185.1376,1935389.507
14,967183.7016,1935386.994
15,967182.3055,1935384.55
16,967180.8895,1935382.072
17,967179.4734,1935379.594
18,967178.0574,1935377.116
19,967176.6214,1935374.603
20,967175.515,1935372.043
21,967174.9016,1935369.276
22,967174.3651,1935366.455
23,967174.0056,1935363.607
24,967173.8359,1935360.717
25,967173.67,1935357.908
26,967173.2637,1935355.12
27,967172.1612,1935352.577
28,967170.2781,1935350.533
29,967167.7733,1935349.315
30,967165.1828,1935348.246
31,967162.4909,1935347.078
32,967159.8724,1935345.943
33,967157.2539,1935344.807
34,967154.5986,1935343.655
35,967151.9432,1935342.503
36,967149.3247,1935341.368
37,967146.6325,1935340.2
38,967144.014,1935339.064
39,967141.6582,1935338.042
40,,
