,X,Y
0,967510.1904,1935270.048
1,967512.8809,1935271.006
2,967515.6741,1935270.789
3,967518.5981,1935270.816
4,967521.4127,1935270.839
5,967524.348,1935270.863
6,967527.2029,1935270.886
7,967530.098,1935270.91
8,967532.9126,1935270.933
9,967535.8479,1935270.957
10,967538.7028,1935270.98
11,967541.5978,1935271.004
12,967544.4527,1935271.027
13,967547.388,1935271.051
14,967550.283,1935271.074
15,967553.1781,1935271.098
16,967556.1134,1935271.122
17,967558.8878,1935271.144
18,967561.7427,1935271.168
19,967564.6378,1935271.191
20,967567.4401,1935271.022
21,967570.0115,1935270.172
22,967571.8007,1935268.121
23,967572.4899,1935265.422
24,967572.465,1935262.589
25,967572.4855,1935259.79
26,967572.6035,1935256.856
27,967572.7182,1935254.004
28,967572.8362,1935251.071
29,967572.3292,1935248.537
30,967570.1299,1935246.99
31,,
