,X,Y
0,967531.0255,1935304.687
1,967531.625,1935301.848
2,967532.2154,1935299.055
3,967532.7515,1935296.301
4,967533.3268,1935293.327
5,967533.8495,1935290.384
6,967534.1296,1935287.591
7,967534.4175,1935284.752
8,967534.7013,1935281.952
9,967534.9512,1935279.077
10,967535.1448,1935276.311
11,967536.3379,1935273.755
12,967538.6314,1935272.51
13,967541.4731,1935271.994
14,967544.2088,1935271.541
15,967547.0956,1935271.132
16,967549.8742,1935271.098
17,967552.7272,1935271.174
18,967555.5812,1935271.251
19,967558.395,1935271.327
20,967561.2491,1935271.404
21,967564.1433,1935271.482
22,967566.9114,1935271.194
23,967569.1753,1935269.736
24,967570.9626,1935267.598
25,967571.7518,1935265.004
26,967572.1338,1935262.244
27,967572.2655,1935259.362
28,967572.3998,1935256.511
29,967572.534,1935253.66
30,967572.6682,1935250.809
31,967572.4952,1935248.09
32,967571.0982,1935245.879
33,,
