,X,Y
0,967533.2845532204,1935274.2620529253
1,967530.0504533658,1935274.1491105624
2,967527.4414634096,1935273.8475315685
3,967524.6492541138,1935273.5686869656
4,967521.8514316652,1935273.4545167035
5,967519.0408155124,1935273.3543382743
6,967516.2697082192,1935273.2544077665
7,967513.458439976,1935273.1530289925
8,967510.6471717608,1935273.051650222
9,967508.0367084414,1935272.957512792
10,967505.1834061296,1935272.8669292864
11,967502.372159868,1935272.76609245
12,967499.5572137304,1935272.7385470571
13,967496.75278421,1935272.725036787
14,967493.9379388643,1935272.712237824
15,967491.1231240488,1935272.699439344
16,967488.308309256,1935272.686640869
17,967485.69455269,1935272.674756568
18,967482.8797379484,1935272.6619580905
19,967480.064923234,1935272.6491596107
20,967477.2501085468,1935272.6363611328
21,967474.4352938844,1935272.623562652
22,967471.6204792468,1935272.6107641729
23,967468.8359872252,1935272.485333815
24,967466.0648501852,1935272.1095456665
25,967463.3460839448,1935271.583558306
26,967460.567299066,1935271.2396704804
27,967457.714436044,1935271.416529903
28,967454.9188238856,1935271.7133964165
29,967452.3284141356,1935271.9368095864
30,967449.523122372,1935272.010022988
31,967446.8382240715,1935271.9916735608
32,967444.0332759127,1935271.8747505413
33,967441.2227790164,1935271.9069647132
34,967438.4286609752,1935272.0774751373
35,967435.6139709268,1935272.1507371585
36,967432.8081886724,1935272.1417363305
37,967430.221381303,1935272.008745166
38,967427.41332624,1935271.9049079884
39,967424.602089319,1935271.803529725
40,967421.7989056124,1935271.7175966569
41,967418.9843727984,1935271.7043754957
42,967416.1695671752,1935271.6910431944
43,967413.354761579,1935271.6777108929
44,967410.539956007,1935271.66437859
45,967407.725150462,1935271.651046289
46,967405.1114024784,1935271.6386662892
47,967402.296596984,1935271.6253339888
48,967399.491829683,1935271.5526330716
49,967396.6829653416,1935271.4900425763
50,967393.8688349013,1935271.4372082555
51,967391.0557263722,1935271.3843902105
52,967388.242617866,1935271.331572164
53,967385.4295093912,1935271.2787541177
54,967382.817337255,1935271.2297087917
55,967380.0042288292,1935271.176890752
56,967377.191120426,1935271.1240727068
57,967374.3780120502,1935271.0712546615
58,967371.5649037014,1935271.018436624
59,967368.8839244222,1935270.570200352
60,967366.4208505922,1935269.3707258976
61,967364.6255204714,1935267.4265301495
62,967364.3702982052,1935264.280650652
63,967365.014626196,1935261.527346676
64,967365.6558466158,1935258.793863992
65,967366.471803504,1935256.3384190656
66,967367.130412842,1935254.044728036
