,X,Y
0,967131.484531622,1935339.321135712
1,967134.6343327004,1935339.1393043415
2,967137.5183256246,1935338.8960942528
3,967140.4024598952,1935338.6528787764
4,967143.2204089338,1935338.287515468
5,967146.0495541329,1935337.9106749971
6,967148.8388525564,1935337.5391534213
7,967151.747690379,1935337.1517094465
8,967154.5637946242,1935336.8035787567
9,967157.4014061583,1935337.0576200224
10,967160.229121656,1935337.4545313967
11,967163.0806833062,1935337.900813076
12,967165.9401761788,1935338.3488877988
13,967167.5784096696,1935338.6060789896
