,Time,X,Y
0,10/11/23 11:57:46,967139.2118339492,1935340.597746235
1,10/11/23 11:57:46,967139.2118339492,1935340.597746235
2,10/11/23 11:57:46,967139.2118339492,1935340.597746235
3,10/11/23 11:57:46,967139.2118339492,1935340.597746235
4,10/11/23 11:57:46,967139.2118339492,1935340.597746235
5,10/11/23 11:57:46,967139.2118339492,1935340.597746235
6,10/11/23 11:57:46,967139.2118339492,1935340.597746235
7,10/11/23 11:57:46,967139.2118339492,1935340.597746235
8,10/11/23 11:57:46,967139.2118339492,1935340.597746235
9,10/11/23 11:57:46,967139.2118339492,1935340.597746235
10,10/11/23 11:57:46,967139.2118341879,1935340.59774624
11,10/11/23 11:57:46,967139.2118341879,1935340.59774624
12,10/11/23 11:57:46,967139.2118341879,1935340.59774624
13,10/11/23 11:57:46,967139.2118341879,1935340.59774624
14,10/11/23 11:57:46,967139.2118341879,1935340.59774624
15,10/11/23 11:57:46,967139.2118341879,1935340.59774624
16,10/11/23 11:57:46,967139.2118341879,1935340.59774624
17,10/11/23 11:57:46,967139.2118341879,1935340.59774624
18,10/11/23 11:57:47,967139.2118341879,1935340.59774624
19,10/11/23 11:57:47,967139.2118341879,1935340.59774624
20,10/11/23 11:57:47,967139.2118341879,1935340.59774624
21,10/11/23 11:57:47,967139.2118341879,1935340.59774624
22,10/11/23 11:57:47,967139.2118341879,1935340.59774624
23,10/11/23 11:57:47,967139.2118341879,1935340.59774624
24,10/11/23 11:57:47,967139.2118341879,1935340.59774624
25,10/11/23 11:57:47,967139.2118341879,1935340.59774624
26,10/11/23 11:57:47,967139.2118341879,1935340.59774624
27,10/11/23 11:57:47,967139.2118341879,1935340.59774624
28,10/11/23 11:57:47,967139.2118341879,1935340.59774624
29,10/11/23 11:57:47,967139.2118341879,1935340.59774624
30,10/11/23 11:57:47,967139.2118341879,1935340.59774624
31,10/11/23 11:57:47,967139.2118341879,1935340.59774624
32,10/11/23 11:57:47,967139.2118341879,1935340.59774624
33,10/11/23 11:57:47,967139.2118341879,1935340.59774624
34,10/11/23 11:57:47,967139.2118341879,1935340.59774624
35,10/11/23 11:57:47,967139.2118341879,1935340.59774624
36,10/11/23 11:57:47,967139.2118341879,1935340.59774624
37,10/11/23 11:57:47,967139.2118341879,1935340.59774624
38,10/11/23 11:57:47,967139.2118341879,1935340.59774624
39,10/11/23 11:57:47,967139.2118341879,1935340.59774624
40,10/11/23 11:57:47,967139.2118341879,1935340.59774624
41,10/11/23 11:57:47,967139.2118341879,1935340.59774624
42,10/11/23 11:57:47,967139.2118341879,1935340.59774624
43,10/11/23 11:57:47,967139.2118341879,1935340.59774624
44,10/11/23 11:57:47,967139.2118341879,1935340.59774624
45,10/11/23 11:57:47,967139.2118341879,1935340.59774624
46,10/11/23 11:57:47,967139.2118341879,1935340.59774624
47,10/11/23 11:57:47,967139.2118341879,1935340.59774624
48,10/11/23 11:57:47,967139.2118341879,1935340.59774624
49,10/11/23 11:57:47,967139.2118341879,1935340.59774624
50,10/11/23 11:57:47,967139.2118341879,1935340.59774624
51,10/11/23 11:57:47,967139.2118341879,1935340.59774624
52,10/11/23 11:57:47,967139.2118341879,1935340.59774624
53,10/11/23 11:57:47,967139.2118341879,1935340.59774624
54,10/11/23 11:57:47,967139.2118341879,1935340.59774624
55,10/11/23 11:57:47,967139.2118341879,1935340.59774624
56,10/11/23 11:57:47,967139.2115020968,1935340.5975388074
57,10/11/23 11:57:47,967139.2115020968,1935340.5975388074
58,10/11/23 11:57:47,967139.2115020968,1935340.5975388074
59,10/11/23 11:57:47,967139.2115020968,1935340.5975388074
60,10/11/23 11:57:47,967139.2115020968,1935340.5975388074
61,10/11/23 11:57:47,967139.2115020968,1935340.5975388074
62,10/11/23 11:57:47,967139.2088729935,1935340.5958683642
63,10/11/23 11:57:47,967139.2075222584,1935340.5949925159
64,10/11/23 11:57:47,967139.2075222584,1935340.5949925159
65,10/11/23 11:57:47,967139.2075222584,1935340.5949925159
66,10/11/23 11:57:47,967139.2059670909,1935340.5939761149
67,10/11/23 11:57:47,967139.2042256059,1935340.5928194397
68,10/11/23 11:57:47,967139.2042256059,1935340.5928194397
69,10/11/23 11:57:47,967139.2023560184,1935340.5920878856
70,10/11/23 11:57:47,967139.2023560184,1935340.5920878856
71,10/11/23 11:57:47,967139.1980774871,1935340.5919663368
72,10/11/23 11:57:47,967139.1980774871,1935340.5919663368
73,10/11/23 11:57:47,967139.1980774871,1935340.5919663368
74,10/11/23 11:57:47,967139.1955253743,1935340.592196478
75,10/11/23 11:57:47,967139.1926591684,1935340.5924063567
76,10/11/23 11:57:47,967139.1926591684,1935340.5924063567
77,10/11/23 11:57:47,967139.1895030598,1935340.5926039973
78,10/11/23 11:57:47,967139.1895030598,1935340.5926039973
79,10/11/23 11:57:47,967139.1860926067,1935340.5928090238
80,10/11/23 11:57:47,967139.1824626459,1935340.5930792002
81,10/11/23 11:57:47,967139.1824626459,1935340.5930792002
82,10/11/23 11:57:47,967139.1786386664,1935340.5934607105
83,10/11/23 11:57:47,967139.1786386664,1935340.5934607105
84,10/11/23 11:57:47,967139.1746346151,1935340.593923261
85,10/11/23 11:57:47,967139.17046059,1935340.5943716597
86,10/11/23 11:57:47,967139.17046059,1935340.5943716597
87,10/11/23 11:57:47,967139.1661341233,1935340.5947604224
88,10/11/23 11:57:47,967139.1661341233,1935340.5947604224
89,10/11/23 11:57:47,967139.157120002,1935340.5954063272
90,10/11/23 11:57:47,967139.157120002,1935340.5954063272
91,10/11/23 11:57:47,967139.157120002,1935340.5954063272
