,timeline,x,y
139,20:48:12,967154.5986,1935343.655
140,20:48:12,967153.8978,1935343.351
141,20:48:12,967153.2709,1935343.079
142,20:48:13,967152.5702,1935342.775
143,20:48:13,967151.9432,1935342.503
144,20:48:14,967151.2794,1935342.215
145,20:48:14,967150.6524,1935341.944
146,20:48:14,967149.9517,1935341.64
147,20:48:15,967149.3247,1935341.368
148,20:48:15,967148.6609,1935341.08
149,20:48:15,967147.9233,1935340.76
150,20:48:16,967147.3332,1935340.504
151,20:48:16,967146.6325,1935340.2
152,20:48:16,967146.0055,1935339.928
153,20:48:17,967145.3786,1935339.656
154,20:48:17,967144.7147,1935339.368
155,20:48:17,967144.014,1935339.064
156,20:48:18,967143.3871,1935338.792
157,20:48:18,967142.7232,1935338.504
158,20:48:18,967142.0594,1935338.217
159,20:48:19,967141.6582,1935338.042
160,20:48:19,967141.4375,1935337.946
161,20:48:20,967140.9834,1935337.749
,,,
,,,
,,,
,,,
