,X,Y
0,967533.2845532204,1935274.2620529253
1,967526.6428582646,1935273.7568227863
2,967520.446724434,1935273.4050167855
3,967514.261659472,1935273.181994356
4,967508.0367084414,1935272.957512792
5,967501.5779470672,1935272.7616723657
6,967495.3453462818,1935272.718637063
7,967489.1125420508,1935272.690297576
8,967482.8797379484,1935272.6619580905
9,967476.4458757812,1935272.632704423
10,967470.2167611836,1935272.598786641
11,967464.0983964324,1935271.7244538907
12,967457.714436044,1935271.416529903
13,967451.5324370242,1935271.9550469143
14,967445.455562622,1935271.9105255571
15,967439.2186730878,1935272.0563585928
16,967432.8081886724,1935272.1417363305
17,967426.610137478,1935271.8759431173
18,967420.3915928396,1935271.7110234743
19,967414.158991746,1935271.681520117
20,967407.725150462,1935271.651046289
21,967401.4923668456,1935271.6215247584
22,967395.2759077433,1935271.463625536
23,967389.0463631528,1935271.346663033
24,967382.817337255,1935271.2297087917
25,967376.3873751744,1935271.1089818368
26,967370.1811359008,1935270.9560052452
27,967364.6255204714,1935267.4265301495
28,967365.1502876512,1935260.9398519783
29,967366.8580191632,1935255.00152584
30,967367.130412842,1935254.044728036
