,X,Y
0,967510.1904,1935270.048
1,967513.6546,1935270.888
2,967517.1509,1935270.804
3,967520.7694,1935270.834
4,967524.348,1935270.863
5,967527.9267,1935270.892
6,967531.5053,1935270.921
7,967535.1643,1935270.951
8,967538.7028,1935270.98
9,967542.3618,1935271.01
10,967545.9404,1935271.039
11,967549.5191,1935271.068
12,967553.1781,1935271.098
13,967556.797,1935271.127
14,967560.2952,1935271.156
15,967563.914,1935271.185
16,967567.4401,1935271.022
17,967570.5916,1935269.774
18,967572.2905,1935266.853
19,967572.4705,1935263.313
20,967572.4855,1935259.79
21,967572.6293,1935256.213
22,967572.7748,1935252.598
23,967572.6489,1935249.062
24,967570.1299,1935246.99
25,,
