,X,Y
0,967533.538481231,1935273.6236257828
1,967530.0019730089,1935273.560856406
2,967526.3932268012,1935273.5719191465
3,967522.98212897,1935273.6006690096
4,967519.5740594824,1935273.5369934505
5,967515.956159587,1935273.448464782
6,967512.5392540544,1935273.3648615768
7,967508.9213541216,1935273.2763405328
8,967505.5044486676,1935273.1927373277
9,967501.886548818,1935273.1042162904
10,967498.4696434404,1935273.0206130943
11,967494.8517436744,1935272.932092054
12,967491.3945331266,1935272.8599295255
13,967488.0157398318,1935272.7761553416
14,967485.0035546452,1935272.6918284683
15,967481.586598304,1935272.6095212067
16,967478.1708083368,1935272.5286970923
17,967474.5933701,1935272.8058789845
18,967472.338667915,1935270.532275247
19,967472.1520174372,1935268.0580065728
