,X,Y
0,967401.0524885792,1935302.704303516
1,967403.6948044936,1935300.501769057
2,967406.9244057344,1935299.1098594223
3,967409.6123531325,1935297.3947606124
4,967412.0651261545,1935295.0009033552
5,967414.6660453556,1935293.2959211948
6,967418.1720034938,1935292.5833037857
7,967421.6956864148,1935292.562358338
8,967425.3199659826,1935292.901582248
9,967428.8324973534,1935293.2416883167
10,967431.9243329378,1935292.533946916
11,967432.5833958352,1935289.50688878
12,967432.7876158684,1935285.993504665
13,967432.9508278628,1935282.418832784
14,967432.5804189576,1935278.922703613
15,967431.652153268,1935275.4425023263
16,967429.9283641794,1935272.974955547
17,967426.9582084322,1935271.1274417515
18,967423.5772833471,1935271.0894318249
19,967420.0304371786,1935271.1777218643
20,967416.3543433351,1935271.0782736535
21,967412.816401015,1935271.0232543133
22,967409.2381930236,1935270.967616485
23,967405.5795759056,1935270.910728365
24,967402.001368,1935270.8550905376
25,967398.4633647164,1935270.8000778544
26,967394.88515689,1935270.7444400263
27,967391.2677511604,1935270.6881930896
28,967387.6909008536,1935270.6325768835
29,967384.0738612555,1935270.5763357813
30,967380.4166323736,1935270.51946977
31,967376.7594035356,1935270.4626037648
32,967373.1021747414,1935270.405737758
33,967369.7722539232,1935269.462431634
34,967367.0801254552,1935267.264166665
35,967364.8996516712,1935264.5811108
36,967364.200708758,1935261.2103398389
37,967365.0384398578,1935257.825600942
38,967366.8399603576,1935254.698607005
39,967367.5174336584,1935254.0949059452
