,x,y,goal x,goal y,waypoint,current distance,obstacle distance,obstacle angle,heading,yaw,goal angle
135,967571.0795021638,1935247.1375318945,967572.4631,1935248.799,1,2.16,3.5,0,-2.607,-2.7993250050713057,0.8763987611622701
136,967571.1008630855,1935247.1450271606,967572.4631,1935248.799,1,2.14,3.5,0,-2.602,-2.799325005077633,0.88182091392259
137,967571.1079931601,1935247.1475511657,967572.4631,1935248.799,1,2.14,3.5,0,-2.6,-2.799325005076135,0.8836460977619366
138,967571.1363623801,1935247.1575532379,967572.4631,1935248.799,1,2.11,3.5,0,-2.593,-2.7993250050623604,0.8910309985015806
139,967571.1576320351,1935247.1650317952,967572.4631,1935248.799,1,2.09,3.5,0,-2.587,-2.7993250050630936,0.8966925692188608
140,967571.1718018828,1935247.1700020821,967572.4631,1935248.799,1,2.08,3.5,0,-2.583,-2.799325005062981,0.9005256982791843
141,967571.1788411689,1935247.1724788768,967572.4631,1935248.799,1,2.07,3.5,0,-2.581,-2.7993250050709153,0.9024450965387579
142,967571.2070893461,1935247.182417993,967572.4631,1935248.799,1,2.05,3.5,0,-2.574,-2.7993250050693104,0.9102663323278983
143,967571.214007105,1935247.1848623406,967572.4631,1935248.799,1,2.04,3.5,0,-2.572,-2.7993250050687353,0.9122080467941145
144,967571.2421642579,1935247.194769501,967572.4631,1935248.799,1,2.02,3.5,0,-2.564,-2.7993250050776326,0.9202463883318408
145,967571.2561820663,1935247.199706856,967572.4631,1935248.799,1,2.0,3.5,0,-2.56,-2.799325005073746,0.9243213276406091
146,967571.2698599603,1935247.2049134008,967572.4631,1935248.799,1,1.99,3.5,0,-2.556,-2.7993250050623844,0.9282292853056002
147,967571.2902860874,1935247.213629507,967572.4631,1935248.799,1,1.97,3.5,0,-2.554,-2.795183162330407,0.93387284430492
148,967571.3105291852,1935247.2223426965,967572.4631,1935248.799,1,1.95,3.5,0,-2.553,-2.790168774797728,0.9395523328960498
149,967571.3238872178,1935247.2284747644,967572.4631,1935248.799,1,1.94,3.5,0,-2.555,-2.7847006414102555,0.9432452814434682
